Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
https://scontent.fabv2-1.fna.fbcdn.net/v/t39.1997-6/118474042_225947355501973_6708935835311584866_n.png?stp=cp0_dst-png_s110x80&_nc_cat=104&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeHAq4WgQnebS9IOzd7z7hD9Ohkte1Ul6uI6GS17VSXq4iqkmyRYy110y_-VvT12310iwRTOxDsYMsQu8MAdFal1&_nc_ohc=FDLCJPMlFxsQ7kNvwF0LL6m&_nc_oc=AdlEYaBQ0PPGul3jg6sqaVW8BiUD6WatzIw8iTbURhilp9NdXTDM1oNdGjA-ecvPljk&_nc_zt=26&_nc_ht=scontent.fabv2-1.fna&_nc_gid=vcGVMRzB8ADYOKKPmOM1uw&oh=00_Afh_Y2Y_QBDBV12b1e3_X3umCqOoeyTJdLgNHz4G6e_WVQ&oe=69165E1C,0.0,0.0,1.0,81.0,Zulu,Facebook,Suzie Keegan,Niger,2024,10,18,22,29,Friday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzk3ODkwMTQxMTA2ODU5MQ==,Platform_ID,October,,positive,0,0,1,none,"Minna, Niger",5,0.6875846249029104,"when, yaaas, age, months, which",1.0
Llorona  de  mierdaaa  quièn  soporta  esooo,0.0,0.0,1.0,81.0,Occitan,Facebook,Maidelin Chames,Lagos,2025,11,3,22,5,Monday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzExMzU0MDUzMTU0NDI0NDk=,Platform_ID,November,Llorona de mierdaaa quin soporta esooo,positive,0,0,1,none,"Ikeja, Lagos",4,0.8503305276260261,"una, dhan, mga, na, mk",0.7694548591384203
Il y a un truc qui marche bien aussi c'est faire un câlin pas les étouffer,0.0,0.0,1.0,81.0,French,Facebook,Vero Fleur,Lagos,2024,10,18,8,57,Friday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzIzMDU5MDQxMzY1MzQ4OTQ=,Platform_ID,October,Il y a un truc qui marche bien aussi cest faire un clin pas les touffer,positive,0,0,1,none,"Ikeja, Lagos",4,0.1443718339518821,"una, dhan, mga, na, mk",0.2995476070068455
you are beautiful,0.0,0.0,1.0,81.0,English,Facebook,Boikanyo Pearl Moseki,Lagos,2024,11,28,20,44,Thursday,Y29tbWVudDozMjE1NzQ4Mjc0NzIwMDg3M18xMTI4NzQwNzAyNzAwMTUy,Platform_ID,November,you are beautiful,positive,0,0,1,none,"Ikeja, Lagos",1,0.8825820709433657,"so, congratulations, good, thank, baby",1.0
"You are indeed a strong woman 
Polio got nothing on you, rock on Darling 💖🫶",0.0,0.0,1.0,81.0,English,Facebook,Okafor J. Chinwe,Niger,2023,8,1,21,44,Tuesday,Y29tbWVudDozMjE1NzQ4Mjc0NzIwMDg3M18xODY5MTczMjY3MDExNDQ0,Platform_ID,August,You are indeed a strong woman Polio got nothing on you rock on Darling,positive,0,0,1,fear,"Minna, Niger",0,1.0,"the, vaccine, of, in, to",1.0
You are loved Asa💚,0.0,0.0,1.0,81.0,English,Facebook,Goodness Ifeoma Evergreen,Lagos,2021,2,1,21,37,Monday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF80Mzg2NzE0Nzk0ODk2MDcy,Platform_ID,February,You are loved Asa,positive,0,0,1,none,"Ikeja, Lagos",4,0.15741390238748504,"una, dhan, mga, na, mk",0.26681538238635777
I love this,0.0,0.0,1.0,81.0,English,Facebook,Moromoke Isaac,Lagos,2024,10,18,8,32,Friday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF8xOTYxMDYzMzg0Njc3MzEw,Platform_ID,October,I love this,positive,0,0,1,none,"Ikeja, Lagos",1,0.7337827017567331,"so, congratulations, good, thank, baby",0.6875402778662111
Fine girl,0.0,0.0,1.0,81.0,German,Facebook,Anyanwu Ezechukwu,Abia,2024,5,29,3,31,Wednesday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF82NzY3NjE0Mjg4NDI3MjA=,Platform_ID,May,Fine girl,positive,0,0,1,none,"Umuahia, Abia",1,0.7085799888372107,"so, congratulations, good, thank, baby",0.5188754729210573
E no consign us... Make una dey give una sef first!,0.0,0.0,1.0,81.0,Spanish,Facebook,Olagoke Iromini Pepperrozzi,Lagos,2024,4,13,10,20,Saturday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTc2MDY2MTQyNzc0NzA=,Platform_ID,April,E no consign us Make una dey give una sef first,negative,1,0,0,none,"Ikeja, Lagos",4,0.13286852132073756,"una, dhan, mga, na, mk",0.19824203182570516
"Wetting you dey give this your baby please

https://scontent.fabv2-1.fna.fbcdn.net/v/t39.1997-6/106738020_3077190509003459_9217997290327310305_n.png?stp=cp0_dst-png_s110x80&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeH0_F9DyKCE-BkQSm02xSDxXQyVR1SDDrJdDJVHVIMOstVSMnn3qMZdH_AQ4Yhsa0RI4PeGOcB6vw3oi7p_JNbR&_nc_ohc=-tkAKKInCJgQ7kNvwH0qdYK&_nc_oc=AdlIZSwtgpiBfqLraFL-GhgGx7kZTnaV2QE2ESyLjcIseTM9RguBra55XgFEp3lRY2s&_nc_zt=26&_nc_ht=scontent.fabv2-1.fna&_nc_gid=QzPnE8Z4JrjiEl47m_c30w&oh=00_Afi0n0IF4g93df6MyCSZF14Si_OJNhWSgcOmt5xZI8RE6g&oe=691647B6",0.0,0.0,1.0,81.0,English,Facebook,Chinaza Somtoochukwu Iloabachie,Lagos,2023,6,10,23,11,Saturday,Y29tbWVudDo0MTI2MDQ4NjY3NjY3OTA2XzI4MzMwNjg4NzY4OTQxMTA=,Platform_ID,June,Wetting you dey give this your baby please,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",0.7475131574731821
"Go and vaccinate cows. Cows are the most considered senior citizens of Nigeria by Buhari's government. Go and vaccinate them, I hate nonsense.",0.0,0.0,1.0,81.0,English,Facebook,Tyav Henry,Kaduna,2024,10,20,19,51,Sunday,Y29tbWVudDo0MzAwMzgwMTA2NjY2Nzg1XzQzMDA0NTQ0MDk5OTI2ODg=,Platform_ID,October,Go and vaccinate cows Cows are the most considered senior citizens of Nigeria by Buharis government Go and vaccinate them I hate nonsense,negative,1,0,0,anger,"Kaduna, Kaduna",6,0.59046970675469,"to, his, gmo, the, of",0.4705622998304116
"People are just respecting under this post.
They've a lot to say though 😁",0.0,0.0,1.0,81.0,English,Facebook,Maame Oforiwaa,Lagos,2024,4,13,10,22,Saturday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfOTQ0MTI4NTU3ODE3NTkw,Platform_ID,April,People are just respecting under this post Theyve a lot to say though,positive,0,0,1,none,"Ikeja, Lagos",1,0.38504111209358266,"so, congratulations, good, thank, baby",0.6350528552163451
I'm asking my self na so all children be coming same peshiiii look like a father 🧐🧐🧐🧐😕,0.0,0.0,1.0,81.0,Hausa,Facebook,Seraphina Phina,Sokoto,2025,11,6,9,16,Thursday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfNTc0MjcxNTA4ODYxNzk1,Platform_ID,November,Im asking my self na so all children be coming same peshiiii look like a father,positive,0,0,1,none,"Sokoto, Sokoto",1,0.5967888643105999,"so, congratulations, good, thank, baby",0.6545080361834514
"She is so cute

https://scontent.fabv2-1.fna.fbcdn.net/v/t39.1997-6/47270791_937342239796388_4222599360510164992_n.png?stp=cp0_dst-png_s110x80&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_eui2=AeGm7NC-VZeGzyO4--bh3p3q-b1tLjff_GL5vW0uN9_8Ys-UcVDevcl38v0grQdH-FQ_Ccm1UMeg4sy52r6idhaC&_nc_ohc=TG91SsUqxO0Q7kNvwFqnIy5&_nc_oc=AdkdleB95wWfYOmlqOEfs7_eNed9ABfRkW2Zi-dPuFda4yU8ZYqWcXF4XppidnCxk1Q&_nc_zt=26&_nc_ht=scontent.fabv2-1.fna&_nc_gid=9C0xcykT12XpMygNJvRHwA&oh=00_AfiQbQJGsqJ8m-yVJHr5uQ_ke4h6IUwombaYUsD8D0Rqlg&oe=691644B2",0.0,0.0,1.0,81.0,English,Facebook,Nenye Stasie Oko,Lagos,2025,8,23,17,39,Saturday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfNTQ4NzA5ODQ4MTY4NDE2,Platform_ID,August,She is so cute,negative,1,0,0,none,"Ikeja, Lagos",1,0.7894034853433767,"so, congratulations, good, thank, baby",1.0
Someone mandate God is watching it can only take time.,0.0,0.0,1.0,81.0,English,Facebook,Elbethel Onyeakagbusi,Lagos,2022,12,14,17,28,Wednesday,Y29tbWVudDo2NDEzMzY0NzgwMzA1MzlfNzEzOTA4NjEzNzUxNjMy,Platform_ID,December,Someone mandate God is watching it can only take time,positive,0,0,1,anger,"Ikeja, Lagos",13,1.0,"healing, god, amen, jesus, divine",1.0
We took our 6weeks shot yesterday.,0.0,0.0,1.0,81.0,English,Facebook,Loveth Ella,Niger,2024,11,29,22,19,Friday,Y29tbWVudDo2ODcxNDE1Njc2MzY2NjJfNzMzMjU0MjY1OTE1NzI2,Platform_ID,November,We took our weeks shot yesterday,positive,0,0,1,none,"Minna, Niger",0,0.18401788941065644,"the, vaccine, of, in, to",0.17035501523443783
It's for country wide or specific,0.0,0.0,1.0,81.0,English,Facebook,Karite Junior,Lagos,2024,10,18,9,34,Friday,Y29tbWVudDo2ODg5NjMyMzA0MDI1NjlfMjEzOTcxMDA2NjQ3NDc2Nw==,Platform_ID,October,Its for country wide or specific,positive,0,0,1,none,"Ikeja, Lagos",-1,0.08635546427686912,"una, dhan, mga, na, mk",0.041609235948806216
Nice,0.0,0.0,1.0,81.0,English,Facebook,Ademola Stephen Sunday,FCT,2024,4,13,10,22,Saturday,Y29tbWVudDo3MTkyMDgyMjExOTI3NjNfMTUwNjYwOTkyMDU1MDQzNQ==,Platform_ID,April,Nice,positive,0,0,1,none,"Abuja, FCT",7,1.0,"so, congratulations, good, thank, baby",1.0
Brilliant,0.0,0.0,1.0,81.0,English,Facebook,Femi Adeyemi,Lagos,2024,11,20,13,49,Wednesday,Y29tbWVudDo3MTkyMDgyMjExOTI3NjNfMTE0MjM2NzM1Nzk4NjQ3Mg==,Platform_ID,November,Brilliant,positive,0,0,1,none,"Ikeja, Lagos",7,1.0,"so, congratulations, good, thank, baby",1.0
Vaccines save lives,0.0,0.0,1.0,81.0,Spanish,Facebook,John Harmicar,Lagos,2024,9,4,21,47,Wednesday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfNzc4ODg4MzExNzk1NzIw,Platform_ID,September,Vaccines save lives,positive,0,0,1,none,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
I remember standing in line during the human clinical trials.,0.0,0.0,1.0,81.0,English,Facebook,Ira Zimmerman,Lagos,2023,4,11,9,52,Tuesday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMTU0NTIyMzEzMzMwMDQ0MQ==,Platform_ID,April,I remember standing in line during the human clinical trials,positive,0,0,1,none,"Ikeja, Lagos",-1,0.04036604543020878,,0.14554089036162338
"Sall         kowaallfl

.,,",0.0,0.0,1.0,81.0,English,Facebook,Maimunatu Walida Usman Halliru,Lagos,2025,8,11,14,30,Monday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfODMyNDkyNDU2MTM3NTQ0,Platform_ID,August,Sall kowaallfl,positive,0,0,1,none,"Ikeja, Lagos",4,0.46968524053180855,"una, dhan, mga, na, mk",1.0
Thank you ma,0.0,0.0,1.0,81.0,French,Facebook,Nkechi Moses,Lagos,2024,5,28,14,55,Tuesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTE0NzIwMzkxMDg4MzI2Nw==,Platform_ID,May,Thank you ma,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
https://scontent.fabv2-1.fna.fbcdn.net/v/t39.30808-6/548377742_24431208826545232_8646208276606487203_n.jpg?stp=dst-jpg_p75x225_tt6&_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeFWqOpT6ZlFd6prCDD9fncPdtSStTszUeF21JK1OzNR4Rlv4O3GfuOFGUYSHj2hkd3IRGreP9QNsc0lPRq-MTag&_nc_ohc=wsR7zu5fO6gQ7kNvwG12TSu&_nc_oc=AdlYywRzZvkzbR844qI2a8eRFTk5av_ZiBTDEdX3NUyFoTP6KJa3-t9v61GHefG4fCw&_nc_zt=23&_nc_ht=scontent.fabv2-1.fna&_nc_gid=8V67XGnYdoDzdJc_oynJHQ&oh=00_Afj8jVogWJqevt9j1f-oP4uwH3DOvV8Y3QGrd8cmtXjQuA&oe=6916496E,0.0,0.0,1.0,81.0,Polish,Facebook,Kunal Dutta,Lagos,2021,3,2,16,41,Tuesday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfNzUyMzgyMzAwOTUwMzgz,Platform_ID,March,,positive,0,0,1,none,"Ikeja, Lagos",5,0.5606507427176787,"when, yaaas, age, months, which",0.7143109972666771
"Yeah right, vaccine my arse.",0.0,0.0,1.0,81.0,English,Facebook,Paul Berry,Kaduna,2024,10,18,9,44,Friday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMjUyNTI4NTg0NDUzMTAyNg==,Platform_ID,October,Yeah right vaccine my arse,positive,0,0,1,none,"Kaduna, Kaduna",0,0.6658106057641279,"the, vaccine, of, in, to",1.0
Bullshit?or?,0.0,0.0,1.0,81.0,English,Facebook,Lasse Stork,Lagos,2021,3,2,22,15,Tuesday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMTEyMzU5NTg5OTEyMTg2OQ==,Platform_ID,March,Bullshitor,negative,1,0,0,none,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
"Read Dissolving Illusions by Suzanne Humphries, she did a deep dive on polio and the “vaccine”.",0.0,0.0,1.0,81.0,English,Facebook,Jennifer Bunn Stose,Lagos,2024,11,28,15,53,Thursday,Y29tbWVudDo4MDcyMTY2NDQ5ODk0MTNfMTA4NDk5MTUzMDQ2OTY4NQ==,Platform_ID,November,Read Dissolving Illusions by Suzanne Humphries she did a deep dive on polio and the vaccine,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
"So cute
Fresh bobo",0.0,0.0,1.0,81.0,English,Facebook,Adebiyi Morenikeji,Niger,2024,12,1,10,38,Sunday,Y29tbWVudDo4MTEzODk5OTQ1NzUyMTNfMTA3OTgzNjUwMTAxNjQ4Nw==,Platform_ID,December,So cute Fresh bobo,positive,0,0,1,none,"Minna, Niger",1,0.8557198868042678,"so, congratulations, good, thank, baby",1.0
He's  so fine and chubby,0.0,0.0,1.0,81.0,English,Facebook,Osarobo Unique,Niger,2024,12,4,6,17,Wednesday,Y29tbWVudDo4MTEzODk5OTQ1NzUyMTNfMTc0NjM1NTcwNjAwMTI4NA==,Platform_ID,December,Hes so fine and chubby,positive,0,0,1,none,"Minna, Niger",1,1.0,"so, congratulations, good, thank, baby",1.0
Tanginang gobyerno to! Parang linta,0.0,0.0,1.0,81.0,Tagalog,Facebook,Daguan Eden,Niger,2024,11,28,20,24,Thursday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTEyOTUyMTcwODg0NDU3Nw==,Platform_ID,November,Tanginang gobyerno to Parang linta,positive,0,0,1,none,"Minna, Niger",4,1.0,"una, dhan, mga, na, mk",0.6836029512283842
Maghanap talaga paraan mka Pera governo mga buaya nhubas nah cguro ilang tinaguan,0.0,0.0,1.0,81.0,Tagalog,Facebook,Chris Keven Acaylar Pon,Lagos,2025,11,4,16,22,Tuesday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTM0MjQxODkyNzMzMjYxNg==,Platform_ID,November,Maghanap talaga paraan mka Pera governo mga buaya nhubas nah cguro ilang tinaguan,negative,1,0,0,none,"Ikeja, Lagos",4,1.0,"una, dhan, mga, na, mk",1.0
"bagong pilipinas, bagong mukha. #unity 🤦‍♂️🐊",0.0,0.0,1.0,81.0,Tagalog,Facebook,JB Sencir,Sokoto,2024,1,16,7,0,Tuesday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTUwMjg5NTY0MDk0Nzg4Mg==,Platform_ID,January,bagong pilipinas bagong mukha,positive,0,0,1,none,"Sokoto, Sokoto",4,1.0,"una, dhan, mga, na, mk",0.7054999924051121
And we are still being lied to!!!,0.0,0.0,1.0,81.0,English,Facebook,Torquil Murray Finlayson,Lagos,2025,11,4,1,1,Tuesday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTc5MTU0MTU3MTQ3NzA3MQ==,Platform_ID,November,And we are still being lied to,negative,1,0,0,distrust,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
Amen to all her prayers for you🙏,0.0,0.0,1.0,81.0,English,Facebook,Viktor-Louis Obaike,Lagos,2024,10,18,21,41,Friday,Y29tbWVudDo4NzI3MTcwNjUzMjcyMzhfMTAxMTYzODM3Nzc5MjY2Mw==,Platform_ID,October,Amen to all her prayers for you,positive,0,0,1,none,"Ikeja, Lagos",13,1.0,"healing, god, amen, jesus, divine",1.0
My boss God bless you boss 🙏🙏🙏,0.0,0.0,1.0,81.0,English,Facebook,Kingsley Anthony,Lagos,2023,7,7,18,20,Friday,Y29tbWVudDo4NzI3MTcwNjUzMjcyMzhfMjUxNTMwMjYxMDc2MjQ2NTk=,Platform_ID,July,My boss God bless you boss,positive,0,0,1,none,"Ikeja, Lagos",13,1.0,"healing, god, amen, jesus, divine",1.0
Thanks Asher Kine for the awareness 🙏,0.0,0.0,1.0,81.0,English,Facebook,Anita Pita,Lagos,2025,6,30,9,35,Monday,Y29tbWVudDo4NzI3MTcwNjUzMjcyMzhfMTI5Mzk0MzczMjQ4NTk1Ng==,Platform_ID,June,Thanks Asher Kine for the awareness,positive,0,0,1,happy,"Ikeja, Lagos",1,0.15823184479011185,"so, congratulations, good, thank, baby",0.1911690310120609
This is fantastic. Never knew one could request home service for immunization.,0.0,0.0,1.0,81.0,Igbo,Facebook,Zika Sonia Emezue,Lagos,2025,11,3,22,44,Monday,Y29tbWVudDo5MDQ0NTQwMzg1MjM4NzlfMTExNjI4NTM4OTc4NzcxNg==,Platform_ID,November,This is fantastic Never knew one could request home service for immunization,positive,0,0,1,distrust,"Ikeja, Lagos",0,0.25976851816457147,"the, vaccine, of, in, to",0.34608044233491403
"6weeks shud be 3shóts nah 

Pcv1
Ipv1
Penta 1
             2orals",0.0,0.0,1.0,81.0,English,Facebook,Janet Timothy,Kaduna,2021,2,1,16,54,Monday,Y29tbWVudDo5MDQ0NTQwMzg1MjM4NzlfMTA1MDg2OTU3MDA0NjkzOQ==,Platform_ID,February,weeks shud be shts nah Pcv Ipv Penta orals,positive,0,0,1,none,"Kaduna, Kaduna",0,0.161625578490745,"the, vaccine, of, in, to",0.19422394591597442
Especially the one they give the baby three times at a stretch 😫,0.0,0.0,1.0,81.0,English,Facebook,Ter Family,Lagos,2025,6,30,9,35,Monday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfNjIyNTM0MjgzODExNjc5,Platform_ID,June,Especially the one they give the baby three times at a stretch,positive,0,0,1,none,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",1.0
The one of microbiologist is my course mate oo dat yr in uniport temitokpe is her name,0.0,0.0,1.0,81.0,English,Facebook,Chidinma Ezeaku,Lagos,2025,11,10,5,7,Monday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfMzk4NTcwMDgzODM4MTQ2MA==,Platform_ID,November,The one of microbiologist is my course mate oo dat yr in uniport temitokpe is her name,positive,0,0,1,none,"Ikeja, Lagos",-1,0.17035551581791286,,0.15427450781315827
"Money good oo, see the way money carry nurse come house",0.0,0.0,1.0,81.0,English,Facebook,Ogbodu Tracy,Niger,2023,10,27,2,50,Friday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfNjE2NjYxNTk0NDE3ODI4,Platform_ID,October,Money good oo see the way money carry nurse come house,positive,0,0,1,none,"Minna, Niger",3,0.3134181627644767,"her, at, yrs, money, months",0.654905419011148
Please Nancy Umeh next time tell them to give her the Hexazim at her upper arm is less painful when you give at the arm,0.0,0.0,1.0,81.0,English,Facebook,Bridget Isemede,Niger,2024,4,30,9,16,Tuesday,Y29tbWVudDo5MjM5MDczODY1Nzg1NDRfOTU3NTI0MTAwOTE2MjA0Ng==,Platform_ID,April,Please Nancy Umeh next time tell them to give her the Hexazim at her upper arm is less painful when you give at the arm,negative,1,0,0,none,"Minna, Niger",3,0.6031751890842357,"her, at, yrs, money, months",1.0
Sorry TT for those needles 🥰,0.0,0.0,1.0,81.0,English,Facebook,Joan Ford Kippins,Lagos,2025,10,22,3,47,Wednesday,Y29tbWVudDo5MjM5MDczODY1Nzg1NDRfOTU3MjI2MTEzMDkwMDQ1,Platform_ID,October,Sorry TT for those needles,negative,1,0,0,none,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",1.0
Pls can it be taken along side with ARV drugs,0.0,0.0,1.0,81.0,English,Facebook,Edidiong Sunday,Lagos,2024,4,8,16,3,Monday,Y29tbWVudDoxMjIxOTg3MDM4MDYzNjM1NjFfMTU0NjMwODgyMDEyMzk1Mg==,Platform_ID,April,Pls can it be taken along side with ARV drugs,positive,0,0,1,none,"Ikeja, Lagos",0,0.1878195553034146,"the, vaccine, of, in, to",0.17213865919855523
"Have you seen these little critters in your soil? 👀

•Soil Mites 🐜
Hard to see by the naked eye and fast moving. You may see them in your new bag of soil. They prefer wet and damp soil environments but can survive in dry soil for some time. They improve soil structure, soil nutrients and encourage plant growth by releasing spores of mycorrhizael fungi. Do not panic/mistake them for spider mites, whereas soil mites are only found on/in the soil and maybe on your planter. 

I truly forgot soil mites even existed until I saw them swarming all over the soil of my Dieffenbachia Amy. 
#planttips #beneficialinsects #planttok #plantcare #CapCut ",0.0,0.0,1.0,81.0,English,TikTok,Unknown_User,Lagos,2021,4,2,10,41,Friday,7444262011866811690,Platform_ID,April,Have you seen these little critters in your soil Soil Mites Hard to see by the naked eye and fast moving You may see them in your new bag of soil They prefer wet and damp soil environments but can survive in dry soil for some time They improve soil structure soil nutrients and encourage plant growth by releasing spores of mycorrhizael fungi Do not panicmistake them for spider mites whereas soil mites are only found onin the soil and maybe on your planter I truly forgot soil mites even existed until I saw them swarming all over the soil of my Dieffenbachia Amy,positive,0,0,1,fear,"Ikeja, Lagos",0,0.22070471997899135,"the, vaccine, of, in, to",0.18593059434966833
"Helminths are parasitic worms. As with all parasites, they require a host organism which they cause harm to. Tape worms infect the small intestine and prevent nutrient absorption. Common symptoms of tape worm infection include diarrhoea, feeling nauseous, loss of weight and appetite. #gcsebiology #igcsebiology #studybiology #swh",0.0,0.0,1.0,81.0,Igbo,TikTok,Unknown_User,Lagos,2025,11,10,13,15,Monday,7342205695862820129,Platform_ID,November,Helminths are parasitic worms As with all parasites they require a host organism which they cause harm to Tape worms infect the small intestine and prevent nutrient absorption Common symptoms of tape worm infection include diarrhoea feeling nauseous loss of weight and appetite,negative,1,0,0,fear,"Ikeja, Lagos",0,0.22344158659173355,"the, vaccine, of, in, to",0.20210175694791982
"Before I got sick I started, marketed and influenced childcare in #buttemontana #kingskidsbutte #butte4cs I was a trainer and trained other caregivers. Not to make this a sob story, but I’ve been forgotten about in this town and basically persecuted for having #chroniclyme and #neglectedtropicaldiseases from a #nicaraguanmissionary trip with #teenmaniaministries The diseases #parasites I caught there took the life of my only son born to me it’s that serious yet Im left for dead here in the final stages of #soiltransmittedhelminths and #billpullman brother refused to help me! I don’t even have the means to drive to out of town appointments! Its a #lymecryme #greggianforte if you helped my #ssdiappeal to be reopened I’m truly grateful! my attorney has the paperwork and hope to get help very soon as my #stearnsfamily and #thelenfamily and parents church I volunteered for #churchontherockbutte have forsaken my life and all the influence I had on #earlychildhood is extremely under appreciated!! I need help and before the 5th so I’m not out in the snow! I’m very grateful for the few that have helped me survive in the meantime but it’s not always enough! I’m very scared when rent is due! Thank you and #compassionforamerica",0.0,0.0,1.0,81.0,English,Instagram,Unknown_User,Lagos,2022,12,14,17,32,Wednesday,2.1909602225566902e+18,Platform_ID,December,Before I got sick I started marketed and influenced childcare in I was a trainer and trained other caregivers Not to make this a sob story but Ive been forgotten about in this town and basically persecuted for having and from a trip with The diseases I caught there took the life of my only son born to me its that serious yet Im left for dead here in the final stages of and brother refused to help me I dont even have the means to drive to out of town appointments Its a if you helped my to be reopened Im truly grateful my attorney has the paperwork and hope to get help very soon as my and and parents church I volunteered for have forsaken my life and all the influence I had on is extremely under appreciated I need help and before the th so Im not out in the snow Im very grateful for the few that have helped me survive in the meantime but its not always enough Im very scared when rent is due Thank you and,negative,1,0,0,fear,"Ikeja, Lagos",2,0.2679549346407145,"free, hospitals, its, with, the",0.22629095588366693
